step,parameter_comb,strategy,prop_runs_prevC_above
1000,489,equal allocation,0
1825,489,equal allocation,0
3650,489,equal allocation,0
5000,489,equal allocation,0
7300,489,equal allocation,0
10000,489,equal allocation,0
730,490,equal allocation,0
1000,490,equal allocation,0
1825,490,equal allocation,0
3650,490,equal allocation,0
5000,490,equal allocation,0
7300,490,equal allocation,0
10000,490,equal allocation,0
730,491,equal allocation,0
1000,491,equal allocation,0
1825,491,equal allocation,0
3650,491,equal allocation,0
5000,491,equal allocation,0
7300,491,equal allocation,0
10000,491,equal allocation,0.01
730,492,equal allocation,0
1000,492,equal allocation,0
1825,492,equal allocation,0
3650,492,equal allocation,0
5000,492,equal allocation,0
7300,492,equal allocation,0
10000,492,equal allocation,0
730,493,equal allocation,0
1000,493,equal allocation,0
1825,493,equal allocation,0
3650,493,equal allocation,0
5000,493,equal allocation,0
7300,493,equal allocation,0
10000,493,equal allocation,0.01
730,494,equal allocation,0
1000,494,equal allocation,0
1825,494,equal allocation,0
3650,494,equal allocation,0.75
5000,494,equal allocation,1
7300,494,equal allocation,1
10000,494,equal allocation,1
730,495,equal allocation,0
1000,495,equal allocation,0
1825,495,equal allocation,0
3650,495,equal allocation,0
5000,495,equal allocation,0
7300,495,equal allocation,0
10000,495,equal allocation,0
730,496,equal allocation,0
1000,496,equal allocation,0
1825,496,equal allocation,0
3650,496,equal allocation,0
5000,496,equal allocation,0
7300,496,equal allocation,0
10000,496,equal allocation,0.1
730,497,equal allocation,0
1000,497,equal allocation,0
1825,497,equal allocation,0
3650,497,equal allocation,0
5000,497,equal allocation,0
7300,497,equal allocation,0
10000,497,equal allocation,0
730,498,equal allocation,0
1000,498,equal allocation,0
1825,498,equal allocation,0
3650,498,equal allocation,0
5000,498,equal allocation,0.29
7300,498,equal allocation,0.99
10000,498,equal allocation,1
730,499,equal allocation,0
1000,499,equal allocation,0
1825,499,equal allocation,0
3650,499,equal allocation,0
5000,499,equal allocation,0
7300,499,equal allocation,0
10000,499,equal allocation,0
730,500,equal allocation,0
1000,500,equal allocation,0
1825,500,equal allocation,0
3650,500,equal allocation,0
5000,500,equal allocation,0
7300,500,equal allocation,0
10000,500,equal allocation,0.05
730,501,equal allocation,0
1000,501,equal allocation,0
1825,501,equal allocation,0
3650,501,equal allocation,0.54
5000,501,equal allocation,1
7300,501,equal allocation,1
10000,501,equal allocation,1
730,502,equal allocation,0
1000,502,equal allocation,0
1825,502,equal allocation,0
3650,502,equal allocation,0
5000,502,equal allocation,0
7300,502,equal allocation,0.07
10000,502,equal allocation,0.72
730,503,equal allocation,0
1000,503,equal allocation,0
1825,503,equal allocation,0
3650,503,equal allocation,0
5000,503,equal allocation,0
7300,503,equal allocation,0
10000,503,equal allocation,0
730,504,equal allocation,0
1000,504,equal allocation,0
1825,504,equal allocation,0
3650,504,equal allocation,0
5000,504,equal allocation,0
7300,504,equal allocation,0
10000,504,equal allocation,0
730,505,equal allocation,0
1000,505,equal allocation,0
1825,505,equal allocation,0
3650,505,equal allocation,0
5000,505,equal allocation,0
7300,505,equal allocation,0
10000,505,equal allocation,0
730,506,equal allocation,0
1000,506,equal allocation,0
1825,506,equal allocation,0
3650,506,equal allocation,0
5000,506,equal allocation,0
7300,506,equal allocation,0
10000,506,equal allocation,0.01
730,507,equal allocation,0
1000,507,equal allocation,0
1825,507,equal allocation,0.31
3650,507,equal allocation,1
5000,507,equal allocation,1
7300,507,equal allocation,1
10000,507,equal allocation,1
730,508,equal allocation,0
1000,508,equal allocation,0
1825,508,equal allocation,0
3650,508,equal allocation,0
5000,508,equal allocation,0
7300,508,equal allocation,0.01
10000,508,equal allocation,0.69
730,509,equal allocation,0
1000,509,equal allocation,0
1825,509,equal allocation,0
3650,509,equal allocation,0.03
5000,509,equal allocation,0.5
7300,509,equal allocation,0.99
10000,509,equal allocation,1
730,510,equal allocation,0
1000,510,equal allocation,0
1825,510,equal allocation,0
3650,510,equal allocation,0
5000,510,equal allocation,0
7300,510,equal allocation,0
10000,510,equal allocation,0
730,511,equal allocation,0
1000,511,equal allocation,0
1825,511,equal allocation,0
3650,511,equal allocation,0
5000,511,equal allocation,0
7300,511,equal allocation,0
10000,511,equal allocation,0
730,512,equal allocation,0
1000,512,equal allocation,0
1825,512,equal allocation,0
3650,512,equal allocation,0
5000,512,equal allocation,0
7300,512,equal allocation,0
10000,512,equal allocation,0
730,513,equal allocation,0
1000,513,equal allocation,0
1825,513,equal allocation,0
3650,513,equal allocation,0
5000,513,equal allocation,0.01
7300,513,equal allocation,0.43
10000,513,equal allocation,0.99
730,514,equal allocation,0
1000,514,equal allocation,0
1825,514,equal allocation,0
3650,514,equal allocation,0
5000,514,equal allocation,0
7300,514,equal allocation,0
10000,514,equal allocation,0.17
730,515,equal allocation,0
1000,515,equal allocation,0
1825,515,equal allocation,0
3650,515,equal allocation,0
5000,515,equal allocation,0
7300,515,equal allocation,0
10000,515,equal allocation,0
730,516,equal allocation,0
1000,516,equal allocation,0
1825,516,equal allocation,0
3650,516,equal allocation,0
5000,516,equal allocation,0
7300,516,equal allocation,0
10000,516,equal allocation,0
730,517,equal allocation,0
1000,517,equal allocation,0
1825,517,equal allocation,0
3650,517,equal allocation,0
5000,517,equal allocation,0
7300,517,equal allocation,0
10000,517,equal allocation,0
730,518,equal allocation,0
1000,518,equal allocation,0
1825,518,equal allocation,0
3650,518,equal allocation,0
5000,518,equal allocation,0
7300,518,equal allocation,0.08
10000,518,equal allocation,0.46
730,519,equal allocation,0
1000,519,equal allocation,0
1825,519,equal allocation,0
3650,519,equal allocation,0
5000,519,equal allocation,0
7300,519,equal allocation,0
10000,519,equal allocation,0
730,520,equal allocation,0
1000,520,equal allocation,0
1825,520,equal allocation,0
3650,520,equal allocation,0
5000,520,equal allocation,0
7300,520,equal allocation,0.32
10000,520,equal allocation,0.99
730,521,equal allocation,0
1000,521,equal allocation,0
1825,521,equal allocation,0
3650,521,equal allocation,0
5000,521,equal allocation,0
7300,521,equal allocation,0
10000,521,equal allocation,0.06
730,522,equal allocation,0
1000,522,equal allocation,0
1825,522,equal allocation,0
3650,522,equal allocation,0.64
5000,522,equal allocation,0.99
7300,522,equal allocation,1
10000,522,equal allocation,1
730,523,equal allocation,0
1000,523,equal allocation,0
1825,523,equal allocation,0
3650,523,equal allocation,0
5000,523,equal allocation,0
7300,523,equal allocation,0
10000,523,equal allocation,0
730,524,equal allocation,0
1000,524,equal allocation,0
1825,524,equal allocation,0
3650,524,equal allocation,0
5000,524,equal allocation,0
7300,524,equal allocation,0
10000,524,equal allocation,0.01
730,525,equal allocation,0
1000,525,equal allocation,0
1825,525,equal allocation,0
3650,525,equal allocation,0
5000,525,equal allocation,0.83
7300,525,equal allocation,1
10000,525,equal allocation,1
730,526,equal allocation,0
1000,526,equal allocation,0
1825,526,equal allocation,0.35
3650,526,equal allocation,1
5000,526,equal allocation,1
7300,526,equal allocation,1
10000,526,equal allocation,1
730,527,equal allocation,0
1000,527,equal allocation,0
1825,527,equal allocation,0
3650,527,equal allocation,0.36
5000,527,equal allocation,0.95
7300,527,equal allocation,1
10000,527,equal allocation,1
730,528,equal allocation,NA
1000,528,equal allocation,NA
1825,528,equal allocation,NA
3650,528,equal allocation,NA
5000,528,equal allocation,NA
7300,528,equal allocation,NA
10000,528,equal allocation,NA
730,529,equal allocation,0
1000,529,equal allocation,0
1825,529,equal allocation,0
3650,529,equal allocation,0
5000,529,equal allocation,0
7300,529,equal allocation,0.01
10000,529,equal allocation,0.46
730,530,equal allocation,0
1000,530,equal allocation,0
1825,530,equal allocation,0
3650,530,equal allocation,0
5000,530,equal allocation,0
7300,530,equal allocation,0
10000,530,equal allocation,0.4
730,531,equal allocation,0
1000,531,equal allocation,0
1825,531,equal allocation,0
3650,531,equal allocation,0
5000,531,equal allocation,0
7300,531,equal allocation,0
10000,531,equal allocation,0
730,532,equal allocation,0
1000,532,equal allocation,0
1825,532,equal allocation,0
3650,532,equal allocation,0
5000,532,equal allocation,0
7300,532,equal allocation,0
10000,532,equal allocation,0
730,533,equal allocation,0
1000,533,equal allocation,0
1825,533,equal allocation,0.01
3650,533,equal allocation,0.99
5000,533,equal allocation,1
7300,533,equal allocation,1
10000,533,equal allocation,1
730,534,equal allocation,0
1000,534,equal allocation,0
1825,534,equal allocation,0
3650,534,equal allocation,0
5000,534,equal allocation,0
7300,534,equal allocation,0
10000,534,equal allocation,0
730,535,equal allocation,NA
1000,535,equal allocation,NA
1825,535,equal allocation,NA
3650,535,equal allocation,NA
5000,535,equal allocation,NA
7300,535,equal allocation,NA
10000,535,equal allocation,NA
730,536,equal allocation,0
1000,536,equal allocation,0
1825,536,equal allocation,0
3650,536,equal allocation,0
5000,536,equal allocation,0
7300,536,equal allocation,0
10000,536,equal allocation,0.06
730,537,equal allocation,0
1000,537,equal allocation,0
1825,537,equal allocation,0
3650,537,equal allocation,0
5000,537,equal allocation,0
7300,537,equal allocation,0
10000,537,equal allocation,0
730,538,equal allocation,0
1000,538,equal allocation,0
1825,538,equal allocation,0
3650,538,equal allocation,0
5000,538,equal allocation,0
7300,538,equal allocation,0
10000,538,equal allocation,0
730,539,equal allocation,0
1000,539,equal allocation,0
1825,539,equal allocation,0
3650,539,equal allocation,0
5000,539,equal allocation,0
7300,539,equal allocation,0
10000,539,equal allocation,0
730,540,equal allocation,0
1000,540,equal allocation,0
1825,540,equal allocation,0
3650,540,equal allocation,0
5000,540,equal allocation,0.01
7300,540,equal allocation,0.41
10000,540,equal allocation,0.92
730,541,equal allocation,0
1000,541,equal allocation,0
1825,541,equal allocation,0
3650,541,equal allocation,0
5000,541,equal allocation,0
7300,541,equal allocation,0
10000,541,equal allocation,0
730,542,equal allocation,0
1000,542,equal allocation,0
1825,542,equal allocation,0
3650,542,equal allocation,0
5000,542,equal allocation,0
7300,542,equal allocation,0
10000,542,equal allocation,0.01
730,543,equal allocation,0
1000,543,equal allocation,0
1825,543,equal allocation,0
3650,543,equal allocation,0
5000,543,equal allocation,0
7300,543,equal allocation,0
10000,543,equal allocation,0
730,544,equal allocation,0
1000,544,equal allocation,0
1825,544,equal allocation,0
3650,544,equal allocation,0
5000,544,equal allocation,0
7300,544,equal allocation,0.3
10000,544,equal allocation,0.94
730,545,equal allocation,0
1000,545,equal allocation,0
1825,545,equal allocation,0
3650,545,equal allocation,0
5000,545,equal allocation,0
7300,545,equal allocation,0
10000,545,equal allocation,0
730,546,equal allocation,0
1000,546,equal allocation,0
1825,546,equal allocation,0
3650,546,equal allocation,0.5
5000,546,equal allocation,0.99
7300,546,equal allocation,1
10000,546,equal allocation,1
730,547,equal allocation,0
1000,547,equal allocation,0
1825,547,equal allocation,0
3650,547,equal allocation,0
5000,547,equal allocation,0
7300,547,equal allocation,0
10000,547,equal allocation,0
730,548,equal allocation,0
1000,548,equal allocation,0
1825,548,equal allocation,0
3650,548,equal allocation,0
5000,548,equal allocation,0.04
7300,548,equal allocation,0.98
10000,548,equal allocation,1
730,549,equal allocation,0
1000,549,equal allocation,0
1825,549,equal allocation,0
3650,549,equal allocation,0
5000,549,equal allocation,0
7300,549,equal allocation,0
10000,549,equal allocation,0
730,550,equal allocation,0
1000,550,equal allocation,0
1825,550,equal allocation,0
3650,550,equal allocation,0
5000,550,equal allocation,0
7300,550,equal allocation,0
10000,550,equal allocation,0
730,551,equal allocation,0
1000,551,equal allocation,0
1825,551,equal allocation,0
3650,551,equal allocation,0
5000,551,equal allocation,0
7300,551,equal allocation,0
10000,551,equal allocation,0
730,552,equal allocation,0
1000,552,equal allocation,0
1825,552,equal allocation,0
3650,552,equal allocation,0.01
5000,552,equal allocation,0.02
7300,552,equal allocation,0.89
10000,552,equal allocation,1
730,553,equal allocation,0
1000,553,equal allocation,0
1825,553,equal allocation,0
3650,553,equal allocation,0
5000,553,equal allocation,0.01
7300,553,equal allocation,0.8
10000,553,equal allocation,1
730,554,equal allocation,0
1000,554,equal allocation,0
1825,554,equal allocation,0
3650,554,equal allocation,0
5000,554,equal allocation,0
7300,554,equal allocation,0
10000,554,equal allocation,0
730,555,equal allocation,0
1000,555,equal allocation,0
1825,555,equal allocation,0
3650,555,equal allocation,0
5000,555,equal allocation,0
7300,555,equal allocation,0
10000,555,equal allocation,0
730,556,equal allocation,0
1000,556,equal allocation,0
1825,556,equal allocation,0
3650,556,equal allocation,0
5000,556,equal allocation,0
7300,556,equal allocation,0
10000,556,equal allocation,0
730,557,equal allocation,0
1000,557,equal allocation,0
1825,557,equal allocation,0
3650,557,equal allocation,0
5000,557,equal allocation,0.17
7300,557,equal allocation,0.9
10000,557,equal allocation,1
730,558,equal allocation,0
1000,558,equal allocation,0
1825,558,equal allocation,0
3650,558,equal allocation,0
5000,558,equal allocation,0
7300,558,equal allocation,0
10000,558,equal allocation,0
730,559,equal allocation,0
1000,559,equal allocation,0
1825,559,equal allocation,0
3650,559,equal allocation,0
5000,559,equal allocation,0.02
7300,559,equal allocation,0.6
10000,559,equal allocation,0.98
730,560,equal allocation,0
1000,560,equal allocation,0
1825,560,equal allocation,0
3650,560,equal allocation,0
5000,560,equal allocation,0
7300,560,equal allocation,0
10000,560,equal allocation,0
730,561,equal allocation,0
1000,561,equal allocation,0
1825,561,equal allocation,0
3650,561,equal allocation,0
5000,561,equal allocation,0
7300,561,equal allocation,0
10000,561,equal allocation,0
730,562,equal allocation,0
1000,562,equal allocation,0
1825,562,equal allocation,0
3650,562,equal allocation,0
5000,562,equal allocation,0
7300,562,equal allocation,0
10000,562,equal allocation,0
730,563,equal allocation,0
1000,563,equal allocation,0
1825,563,equal allocation,0
3650,563,equal allocation,0
5000,563,equal allocation,0
7300,563,equal allocation,0
10000,563,equal allocation,0
730,564,equal allocation,0
1000,564,equal allocation,0
1825,564,equal allocation,0
3650,564,equal allocation,0
5000,564,equal allocation,0
7300,564,equal allocation,0
10000,564,equal allocation,0
730,565,equal allocation,0
1000,565,equal allocation,0
1825,565,equal allocation,0
3650,565,equal allocation,0
5000,565,equal allocation,0.01
7300,565,equal allocation,0.69
10000,565,equal allocation,0.99
730,566,equal allocation,0
1000,566,equal allocation,0
1825,566,equal allocation,0
3650,566,equal allocation,0
5000,566,equal allocation,0
7300,566,equal allocation,0
10000,566,equal allocation,0
730,567,equal allocation,0
1000,567,equal allocation,0
1825,567,equal allocation,0
3650,567,equal allocation,0.02
5000,567,equal allocation,0.59
7300,567,equal allocation,1
10000,567,equal allocation,1
730,568,equal allocation,0
1000,568,equal allocation,0
1825,568,equal allocation,0
3650,568,equal allocation,0
5000,568,equal allocation,0
7300,568,equal allocation,0.38
10000,568,equal allocation,0.93
730,569,equal allocation,0
1000,569,equal allocation,0
1825,569,equal allocation,0
3650,569,equal allocation,0
5000,569,equal allocation,0
7300,569,equal allocation,0
10000,569,equal allocation,0
730,570,equal allocation,0
1000,570,equal allocation,0
1825,570,equal allocation,0
3650,570,equal allocation,0
5000,570,equal allocation,0
7300,570,equal allocation,0
10000,570,equal allocation,0
730,571,equal allocation,0
1000,571,equal allocation,0
1825,571,equal allocation,0
3650,571,equal allocation,0
5000,571,equal allocation,0.49
7300,571,equal allocation,0.99
10000,571,equal allocation,1
730,572,equal allocation,0
1000,572,equal allocation,0
1825,572,equal allocation,0
3650,572,equal allocation,0.78
5000,572,equal allocation,1
7300,572,equal allocation,1
10000,572,equal allocation,1
730,573,equal allocation,0
1000,573,equal allocation,0
1825,573,equal allocation,0
3650,573,equal allocation,0
5000,573,equal allocation,0
7300,573,equal allocation,0
10000,573,equal allocation,0
730,574,equal allocation,0
1000,574,equal allocation,0
1825,574,equal allocation,0
3650,574,equal allocation,0
5000,574,equal allocation,0
7300,574,equal allocation,0
10000,574,equal allocation,0
730,575,equal allocation,0
1000,575,equal allocation,0
1825,575,equal allocation,0
3650,575,equal allocation,0
5000,575,equal allocation,0
7300,575,equal allocation,0
10000,575,equal allocation,0
730,576,equal allocation,0
1000,576,equal allocation,0
1825,576,equal allocation,0
3650,576,equal allocation,0
5000,576,equal allocation,0
7300,576,equal allocation,0
10000,576,equal allocation,0.02
730,577,equal allocation,0
1000,577,equal allocation,0
1825,577,equal allocation,0
3650,577,equal allocation,0
5000,577,equal allocation,0
7300,577,equal allocation,0
10000,577,equal allocation,0
730,578,equal allocation,0
1000,578,equal allocation,0.21
1825,578,equal allocation,1
3650,578,equal allocation,1
5000,578,equal allocation,1
7300,578,equal allocation,1
10000,578,equal allocation,1
730,579,equal allocation,0
1000,579,equal allocation,0
1825,579,equal allocation,0
3650,579,equal allocation,0
5000,579,equal allocation,0
7300,579,equal allocation,0
10000,579,equal allocation,0
730,580,equal allocation,0
1000,580,equal allocation,0
1825,580,equal allocation,0
3650,580,equal allocation,0
5000,580,equal allocation,0
7300,580,equal allocation,0
10000,580,equal allocation,0
730,581,equal allocation,0
1000,581,equal allocation,0
1825,581,equal allocation,0
3650,581,equal allocation,0
5000,581,equal allocation,0
7300,581,equal allocation,0
10000,581,equal allocation,0
730,582,equal allocation,0
1000,582,equal allocation,0
1825,582,equal allocation,0
3650,582,equal allocation,0
5000,582,equal allocation,0
7300,582,equal allocation,0
10000,582,equal allocation,0
730,583,equal allocation,0
1000,583,equal allocation,0.06
1825,583,equal allocation,1
3650,583,equal allocation,1
5000,583,equal allocation,1
7300,583,equal allocation,1
10000,583,equal allocation,1
730,584,equal allocation,0
1000,584,equal allocation,0
1825,584,equal allocation,0
3650,584,equal allocation,0
5000,584,equal allocation,0
7300,584,equal allocation,0.39
10000,584,equal allocation,0.98
730,585,equal allocation,0
1000,585,equal allocation,0
1825,585,equal allocation,0
3650,585,equal allocation,0
5000,585,equal allocation,0
7300,585,equal allocation,0
10000,585,equal allocation,0
730,586,equal allocation,0
1000,586,equal allocation,0
1825,586,equal allocation,0
3650,586,equal allocation,0
5000,586,equal allocation,0
7300,586,equal allocation,0
10000,586,equal allocation,0
730,587,equal allocation,0
1000,587,equal allocation,0
1825,587,equal allocation,0
3650,587,equal allocation,0
5000,587,equal allocation,0
7300,587,equal allocation,0.79
10000,587,equal allocation,1
730,588,equal allocation,0
1000,588,equal allocation,0
1825,588,equal allocation,0
3650,588,equal allocation,0
5000,588,equal allocation,0
7300,588,equal allocation,0
10000,588,equal allocation,0
730,589,equal allocation,0
1000,589,equal allocation,0
1825,589,equal allocation,0.56
3650,589,equal allocation,1
5000,589,equal allocation,1
7300,589,equal allocation,1
10000,589,equal allocation,1
730,590,equal allocation,0
1000,590,equal allocation,0
1825,590,equal allocation,0
3650,590,equal allocation,0
5000,590,equal allocation,0
7300,590,equal allocation,0
10000,590,equal allocation,0
730,591,equal allocation,0
1000,591,equal allocation,0
1825,591,equal allocation,0
3650,591,equal allocation,0
5000,591,equal allocation,0
7300,591,equal allocation,0
10000,591,equal allocation,0
730,592,equal allocation,0
1000,592,equal allocation,0
1825,592,equal allocation,0
3650,592,equal allocation,0.58
5000,592,equal allocation,1
7300,592,equal allocation,1
10000,592,equal allocation,1
730,593,equal allocation,0
1000,593,equal allocation,0
1825,593,equal allocation,0
3650,593,equal allocation,0
5000,593,equal allocation,0
7300,593,equal allocation,0
10000,593,equal allocation,0.02
730,594,equal allocation,0
1000,594,equal allocation,0
1825,594,equal allocation,0
3650,594,equal allocation,0
5000,594,equal allocation,0
7300,594,equal allocation,0
10000,594,equal allocation,0
730,595,equal allocation,0
1000,595,equal allocation,0
1825,595,equal allocation,0
3650,595,equal allocation,0
5000,595,equal allocation,0
7300,595,equal allocation,0
10000,595,equal allocation,0
730,596,equal allocation,0
1000,596,equal allocation,0
1825,596,equal allocation,0
3650,596,equal allocation,0
5000,596,equal allocation,0
7300,596,equal allocation,0
10000,596,equal allocation,0
730,597,equal allocation,0
1000,597,equal allocation,0
1825,597,equal allocation,0
3650,597,equal allocation,0
5000,597,equal allocation,0
7300,597,equal allocation,0
10000,597,equal allocation,0
730,598,equal allocation,0
1000,598,equal allocation,0
1825,598,equal allocation,0
3650,598,equal allocation,0
5000,598,equal allocation,0
7300,598,equal allocation,0
10000,598,equal allocation,0
730,599,equal allocation,0
1000,599,equal allocation,0
1825,599,equal allocation,0
3650,599,equal allocation,0
5000,599,equal allocation,0
7300,599,equal allocation,0
10000,599,equal allocation,0
730,600,equal allocation,0
1000,600,equal allocation,0
1825,600,equal allocation,0
3650,600,equal allocation,0
5000,600,equal allocation,0
7300,600,equal allocation,0
10000,600,equal allocation,0
730,601,equal allocation,0
1000,601,equal allocation,0
1825,601,equal allocation,0
3650,601,equal allocation,0
5000,601,equal allocation,0
7300,601,equal allocation,0
10000,601,equal allocation,0
730,602,equal allocation,0
1000,602,equal allocation,0
1825,602,equal allocation,0
3650,602,equal allocation,0
5000,602,equal allocation,0
7300,602,equal allocation,0
10000,602,equal allocation,0
730,603,equal allocation,0
1000,603,equal allocation,0
1825,603,equal allocation,0
3650,603,equal allocation,0
5000,603,equal allocation,0
7300,603,equal allocation,0
10000,603,equal allocation,0
730,604,equal allocation,0
1000,604,equal allocation,0
1825,604,equal allocation,0
3650,604,equal allocation,0
5000,604,equal allocation,0
7300,604,equal allocation,0.32
10000,604,equal allocation,0.99
730,605,equal allocation,0
1000,605,equal allocation,0
1825,605,equal allocation,0
3650,605,equal allocation,0
5000,605,equal allocation,0
7300,605,equal allocation,0
10000,605,equal allocation,0
730,606,equal allocation,0
1000,606,equal allocation,0
1825,606,equal allocation,0
3650,606,equal allocation,0.04
5000,606,equal allocation,0.67
7300,606,equal allocation,0.99
10000,606,equal allocation,1
730,607,equal allocation,0
1000,607,equal allocation,0
1825,607,equal allocation,0
3650,607,equal allocation,0.93
5000,607,equal allocation,1
7300,607,equal allocation,1
10000,607,equal allocation,1
730,608,equal allocation,0
1000,608,equal allocation,0
1825,608,equal allocation,0
3650,608,equal allocation,0
5000,608,equal allocation,0
7300,608,equal allocation,0
10000,608,equal allocation,0
730,609,equal allocation,0
1000,609,equal allocation,0
1825,609,equal allocation,0
3650,609,equal allocation,0
5000,609,equal allocation,0
7300,609,equal allocation,0.01
10000,609,equal allocation,0.3
730,610,equal allocation,0
1000,610,equal allocation,0
1825,610,equal allocation,0
3650,610,equal allocation,0
5000,610,equal allocation,0
7300,610,equal allocation,0
10000,610,equal allocation,0
730,611,equal allocation,0
1000,611,equal allocation,0
1825,611,equal allocation,0
3650,611,equal allocation,0
5000,611,equal allocation,0
7300,611,equal allocation,0
10000,611,equal allocation,0
730,612,equal allocation,0
1000,612,equal allocation,0
1825,612,equal allocation,0
3650,612,equal allocation,0
5000,612,equal allocation,0
7300,612,equal allocation,0
10000,612,equal allocation,0
730,613,equal allocation,0
1000,613,equal allocation,0
1825,613,equal allocation,0
3650,613,equal allocation,0
5000,613,equal allocation,0.02
7300,613,equal allocation,0.39
10000,613,equal allocation,0.86
730,614,equal allocation,0
1000,614,equal allocation,0
1825,614,equal allocation,0
3650,614,equal allocation,0
5000,614,equal allocation,0
7300,614,equal allocation,0
10000,614,equal allocation,0
730,615,equal allocation,0
1000,615,equal allocation,0
1825,615,equal allocation,0
3650,615,equal allocation,0
5000,615,equal allocation,0
7300,615,equal allocation,0
10000,615,equal allocation,0
730,616,equal allocation,0
1000,616,equal allocation,0
1825,616,equal allocation,0
3650,616,equal allocation,0
5000,616,equal allocation,0
7300,616,equal allocation,0
10000,616,equal allocation,0
730,617,equal allocation,0
1000,617,equal allocation,0
1825,617,equal allocation,0
3650,617,equal allocation,0.11
5000,617,equal allocation,0.77
7300,617,equal allocation,1
10000,617,equal allocation,1
730,618,equal allocation,0
1000,618,equal allocation,0
1825,618,equal allocation,0
3650,618,equal allocation,0
5000,618,equal allocation,0
7300,618,equal allocation,0
10000,618,equal allocation,0
730,619,equal allocation,0
1000,619,equal allocation,0
1825,619,equal allocation,0
3650,619,equal allocation,0
5000,619,equal allocation,0.04
7300,619,equal allocation,0.82
10000,619,equal allocation,1
730,620,equal allocation,0
1000,620,equal allocation,0
1825,620,equal allocation,0
3650,620,equal allocation,0
5000,620,equal allocation,0
7300,620,equal allocation,0.46
10000,620,equal allocation,0.93
730,621,equal allocation,0
1000,621,equal allocation,0
1825,621,equal allocation,0
3650,621,equal allocation,0.85
5000,621,equal allocation,1
7300,621,equal allocation,1
10000,621,equal allocation,1
730,622,equal allocation,0
1000,622,equal allocation,0
1825,622,equal allocation,0
3650,622,equal allocation,0
5000,622,equal allocation,0
7300,622,equal allocation,0
10000,622,equal allocation,0
730,623,equal allocation,0
1000,623,equal allocation,0
1825,623,equal allocation,0
3650,623,equal allocation,0
5000,623,equal allocation,0
7300,623,equal allocation,0
10000,623,equal allocation,0
730,624,equal allocation,0
1000,624,equal allocation,0
1825,624,equal allocation,0
3650,624,equal allocation,0
5000,624,equal allocation,0.32
7300,624,equal allocation,1
10000,624,equal allocation,1
730,625,equal allocation,0
1000,625,equal allocation,0
1825,625,equal allocation,0
3650,625,equal allocation,0
5000,625,equal allocation,0
7300,625,equal allocation,0
10000,625,equal allocation,0
730,626,equal allocation,0
1000,626,equal allocation,0
1825,626,equal allocation,0
3650,626,equal allocation,0
5000,626,equal allocation,0.16
7300,626,equal allocation,0.94
10000,626,equal allocation,1
730,627,equal allocation,0
1000,627,equal allocation,0
1825,627,equal allocation,0
3650,627,equal allocation,0
5000,627,equal allocation,0
7300,627,equal allocation,0
10000,627,equal allocation,0
730,628,equal allocation,0
1000,628,equal allocation,0
1825,628,equal allocation,0
3650,628,equal allocation,0
5000,628,equal allocation,0
7300,628,equal allocation,0
10000,628,equal allocation,0
730,629,equal allocation,0
1000,629,equal allocation,0
1825,629,equal allocation,0
3650,629,equal allocation,0
5000,629,equal allocation,0.1
7300,629,equal allocation,0.88
10000,629,equal allocation,1
730,630,equal allocation,0
1000,630,equal allocation,0
1825,630,equal allocation,0
3650,630,equal allocation,0
5000,630,equal allocation,0
7300,630,equal allocation,0
10000,630,equal allocation,0
730,631,equal allocation,0
1000,631,equal allocation,0
1825,631,equal allocation,0
3650,631,equal allocation,0
5000,631,equal allocation,0
7300,631,equal allocation,0
10000,631,equal allocation,0
730,632,equal allocation,0
1000,632,equal allocation,0
1825,632,equal allocation,0
3650,632,equal allocation,0
5000,632,equal allocation,0.03
7300,632,equal allocation,0.86
10000,632,equal allocation,1
730,633,equal allocation,0
1000,633,equal allocation,0
1825,633,equal allocation,0
3650,633,equal allocation,0
5000,633,equal allocation,0
7300,633,equal allocation,0
10000,633,equal allocation,0
730,634,equal allocation,0
1000,634,equal allocation,0
1825,634,equal allocation,0
3650,634,equal allocation,0
5000,634,equal allocation,0
7300,634,equal allocation,0
10000,634,equal allocation,0
730,635,equal allocation,0
1000,635,equal allocation,0
1825,635,equal allocation,0
3650,635,equal allocation,0
5000,635,equal allocation,0.01
7300,635,equal allocation,0.15
10000,635,equal allocation,0.85
730,636,equal allocation,0
1000,636,equal allocation,0
1825,636,equal allocation,0
3650,636,equal allocation,0
5000,636,equal allocation,0
7300,636,equal allocation,0
10000,636,equal allocation,0
730,637,equal allocation,0
1000,637,equal allocation,0
1825,637,equal allocation,0
3650,637,equal allocation,0
5000,637,equal allocation,0
7300,637,equal allocation,0
10000,637,equal allocation,0
730,638,equal allocation,0
1000,638,equal allocation,0
1825,638,equal allocation,0
3650,638,equal allocation,0.12
5000,638,equal allocation,0.91
7300,638,equal allocation,1
10000,638,equal allocation,1
730,639,equal allocation,0
1000,639,equal allocation,0
1825,639,equal allocation,0
3650,639,equal allocation,0
5000,639,equal allocation,0
7300,639,equal allocation,0
10000,639,equal allocation,0
730,640,equal allocation,0
1000,640,equal allocation,0
1825,640,equal allocation,0
3650,640,equal allocation,0
5000,640,equal allocation,0
7300,640,equal allocation,0
10000,640,equal allocation,0
730,641,equal allocation,0
1000,641,equal allocation,0
1825,641,equal allocation,0
3650,641,equal allocation,0.01
5000,641,equal allocation,0.67
