step,parameter_comb,strategy,prop_runs_prevC_above
730,911,equal allocation,0
1000,911,equal allocation,0
1825,911,equal allocation,0
3650,911,equal allocation,0
5000,911,equal allocation,0
7300,911,equal allocation,0
10000,911,equal allocation,0
730,912,equal allocation,0
1000,912,equal allocation,0
1825,912,equal allocation,0
3650,912,equal allocation,0
5000,912,equal allocation,0
7300,912,equal allocation,0
10000,912,equal allocation,0
730,913,equal allocation,0
1000,913,equal allocation,0
1825,913,equal allocation,0
3650,913,equal allocation,0.64
5000,913,equal allocation,0.99
7300,913,equal allocation,1
10000,913,equal allocation,1
730,914,equal allocation,0
1000,914,equal allocation,0
1825,914,equal allocation,0
3650,914,equal allocation,0
5000,914,equal allocation,0
7300,914,equal allocation,0
10000,914,equal allocation,0
730,915,equal allocation,0
1000,915,equal allocation,0
1825,915,equal allocation,0
3650,915,equal allocation,0
5000,915,equal allocation,0
7300,915,equal allocation,0
10000,915,equal allocation,0.02
730,916,equal allocation,0
1000,916,equal allocation,0
1825,916,equal allocation,0
3650,916,equal allocation,0
5000,916,equal allocation,0
7300,916,equal allocation,0
10000,916,equal allocation,0
730,917,equal allocation,0
1000,917,equal allocation,0
1825,917,equal allocation,0
3650,917,equal allocation,0
5000,917,equal allocation,0
7300,917,equal allocation,0
10000,917,equal allocation,0
730,918,equal allocation,0
1000,918,equal allocation,0
1825,918,equal allocation,0
3650,918,equal allocation,0
5000,918,equal allocation,0
7300,918,equal allocation,0
10000,918,equal allocation,0.01
730,919,equal allocation,0
1000,919,equal allocation,0
1825,919,equal allocation,0
3650,919,equal allocation,0
5000,919,equal allocation,0
7300,919,equal allocation,0.07
10000,919,equal allocation,0.57
730,920,equal allocation,0
1000,920,equal allocation,0
1825,920,equal allocation,0
3650,920,equal allocation,0.81
5000,920,equal allocation,1
7300,920,equal allocation,1
10000,920,equal allocation,1
730,921,equal allocation,0
1000,921,equal allocation,0
1825,921,equal allocation,0
3650,921,equal allocation,0
5000,921,equal allocation,0
7300,921,equal allocation,0
10000,921,equal allocation,0
730,922,equal allocation,0
1000,922,equal allocation,0
1825,922,equal allocation,0
3650,922,equal allocation,0.22
5000,922,equal allocation,0.95
7300,922,equal allocation,1
10000,922,equal allocation,1
730,923,equal allocation,0
1000,923,equal allocation,0
1825,923,equal allocation,0
3650,923,equal allocation,0
5000,923,equal allocation,0
7300,923,equal allocation,0
10000,923,equal allocation,0
730,924,equal allocation,0
1000,924,equal allocation,0
1825,924,equal allocation,0
3650,924,equal allocation,0
5000,924,equal allocation,0
7300,924,equal allocation,0.02
10000,924,equal allocation,0.5
730,925,equal allocation,0
1000,925,equal allocation,0
1825,925,equal allocation,0
3650,925,equal allocation,0.46
5000,925,equal allocation,1
7300,925,equal allocation,1
10000,925,equal allocation,1
730,926,equal allocation,0
1000,926,equal allocation,0
1825,926,equal allocation,0
3650,926,equal allocation,0
5000,926,equal allocation,0
7300,926,equal allocation,0
10000,926,equal allocation,0
730,927,equal allocation,0
1000,927,equal allocation,0
1825,927,equal allocation,0
3650,927,equal allocation,0
5000,927,equal allocation,0
7300,927,equal allocation,0
10000,927,equal allocation,0.03
730,928,equal allocation,0
1000,928,equal allocation,0
1825,928,equal allocation,0
3650,928,equal allocation,0
5000,928,equal allocation,0
7300,928,equal allocation,0
10000,928,equal allocation,0
730,929,equal allocation,0
1000,929,equal allocation,0
1825,929,equal allocation,0
3650,929,equal allocation,0
5000,929,equal allocation,0
7300,929,equal allocation,0
10000,929,equal allocation,0
730,930,equal allocation,0
1000,930,equal allocation,0
1825,930,equal allocation,0
3650,930,equal allocation,0
5000,930,equal allocation,0
7300,930,equal allocation,0
10000,930,equal allocation,0
730,931,equal allocation,0
1000,931,equal allocation,0
1825,931,equal allocation,0
3650,931,equal allocation,0
5000,931,equal allocation,0
7300,931,equal allocation,0
10000,931,equal allocation,0
730,932,equal allocation,0
1000,932,equal allocation,0
1825,932,equal allocation,0
3650,932,equal allocation,0
5000,932,equal allocation,0
7300,932,equal allocation,0
10000,932,equal allocation,0
730,933,equal allocation,0
1000,933,equal allocation,0
1825,933,equal allocation,0
3650,933,equal allocation,0
5000,933,equal allocation,0
7300,933,equal allocation,0
10000,933,equal allocation,0
730,934,equal allocation,0
1000,934,equal allocation,0
1825,934,equal allocation,0
3650,934,equal allocation,0
5000,934,equal allocation,0
7300,934,equal allocation,0
10000,934,equal allocation,0
730,935,equal allocation,0
1000,935,equal allocation,0
1825,935,equal allocation,0
3650,935,equal allocation,0
5000,935,equal allocation,0
7300,935,equal allocation,0.2
10000,935,equal allocation,0.97
730,936,equal allocation,0
1000,936,equal allocation,0
1825,936,equal allocation,0
3650,936,equal allocation,0.98
5000,936,equal allocation,1
7300,936,equal allocation,1
10000,936,equal allocation,1
730,937,equal allocation,0
1000,937,equal allocation,0
1825,937,equal allocation,0
3650,937,equal allocation,0
5000,937,equal allocation,0
7300,937,equal allocation,0
10000,937,equal allocation,0
730,938,equal allocation,0
1000,938,equal allocation,0
1825,938,equal allocation,0
3650,938,equal allocation,0
5000,938,equal allocation,0
7300,938,equal allocation,0.08
10000,938,equal allocation,0.81
730,939,equal allocation,0
1000,939,equal allocation,0
1825,939,equal allocation,0
3650,939,equal allocation,0
5000,939,equal allocation,0
7300,939,equal allocation,0.03
10000,939,equal allocation,0.74
730,940,equal allocation,0
1000,940,equal allocation,0
1825,940,equal allocation,0
3650,940,equal allocation,0.51
5000,940,equal allocation,1
7300,940,equal allocation,1
10000,940,equal allocation,1
730,941,equal allocation,0
1000,941,equal allocation,0
1825,941,equal allocation,0
3650,941,equal allocation,0
5000,941,equal allocation,0
7300,941,equal allocation,0
10000,941,equal allocation,0
730,942,equal allocation,0
1000,942,equal allocation,0
1825,942,equal allocation,0
3650,942,equal allocation,0
5000,942,equal allocation,0
7300,942,equal allocation,0
10000,942,equal allocation,0.09
730,943,equal allocation,0
1000,943,equal allocation,0
1825,943,equal allocation,0
3650,943,equal allocation,0
5000,943,equal allocation,NA
7300,943,equal allocation,NA
10000,943,equal allocation,NA
730,944,equal allocation,0
1000,944,equal allocation,0
1825,944,equal allocation,0
3650,944,equal allocation,0
5000,944,equal allocation,0
7300,944,equal allocation,0
10000,944,equal allocation,0
730,945,equal allocation,0
1000,945,equal allocation,0
1825,945,equal allocation,0
3650,945,equal allocation,0.66
5000,945,equal allocation,0.99
7300,945,equal allocation,1
10000,945,equal allocation,1
730,946,equal allocation,0
1000,946,equal allocation,0
1825,946,equal allocation,0
3650,946,equal allocation,0
5000,946,equal allocation,0
7300,946,equal allocation,0
10000,946,equal allocation,0
730,947,equal allocation,0
1000,947,equal allocation,0
1825,947,equal allocation,0
3650,947,equal allocation,0
5000,947,equal allocation,0.01
7300,947,equal allocation,0.71
10000,947,equal allocation,1
730,948,equal allocation,0
1000,948,equal allocation,0
1825,948,equal allocation,0
3650,948,equal allocation,0
5000,948,equal allocation,0
7300,948,equal allocation,0
10000,948,equal allocation,0
730,949,equal allocation,0.01
1000,949,equal allocation,0.08
1825,949,equal allocation,1
3650,949,equal allocation,1
5000,949,equal allocation,1
7300,949,equal allocation,1
10000,949,equal allocation,1
730,950,equal allocation,0
1000,950,equal allocation,0
1825,950,equal allocation,0
3650,950,equal allocation,0
5000,950,equal allocation,0
7300,950,equal allocation,0.01
10000,950,equal allocation,0.14
730,951,equal allocation,0
1000,951,equal allocation,0
1825,951,equal allocation,0
3650,951,equal allocation,0
5000,951,equal allocation,0
7300,951,equal allocation,0
10000,951,equal allocation,0
730,952,equal allocation,0
1000,952,equal allocation,0
1825,952,equal allocation,0
3650,952,equal allocation,0
5000,952,equal allocation,0
7300,952,equal allocation,0
10000,952,equal allocation,0
730,953,equal allocation,0
1000,953,equal allocation,0
1825,953,equal allocation,0
3650,953,equal allocation,0
5000,953,equal allocation,0
7300,953,equal allocation,0
10000,953,equal allocation,0
730,954,equal allocation,0
1000,954,equal allocation,0
1825,954,equal allocation,0
3650,954,equal allocation,0
5000,954,equal allocation,0
7300,954,equal allocation,0
10000,954,equal allocation,0
730,955,equal allocation,0
1000,955,equal allocation,0
1825,955,equal allocation,0
3650,955,equal allocation,0
5000,955,equal allocation,0
7300,955,equal allocation,0
10000,955,equal allocation,0
730,956,equal allocation,0
1000,956,equal allocation,0
1825,956,equal allocation,0
3650,956,equal allocation,0
5000,956,equal allocation,0
7300,956,equal allocation,0.57
10000,956,equal allocation,1
730,957,equal allocation,0
1000,957,equal allocation,0
1825,957,equal allocation,0
3650,957,equal allocation,0
5000,957,equal allocation,0
7300,957,equal allocation,0
10000,957,equal allocation,0
730,958,equal allocation,0
1000,958,equal allocation,0
1825,958,equal allocation,0
3650,958,equal allocation,0
5000,958,equal allocation,0
7300,958,equal allocation,0
10000,958,equal allocation,0
730,959,equal allocation,0
1000,959,equal allocation,0
1825,959,equal allocation,0
3650,959,equal allocation,0.01
5000,959,equal allocation,0.26
7300,959,equal allocation,1
10000,959,equal allocation,1
730,960,equal allocation,0
1000,960,equal allocation,0
1825,960,equal allocation,0
3650,960,equal allocation,0.02
5000,960,equal allocation,0.56
7300,960,equal allocation,1
10000,960,equal allocation,1
730,961,equal allocation,0
1000,961,equal allocation,0
1825,961,equal allocation,0
3650,961,equal allocation,0
5000,961,equal allocation,0
7300,961,equal allocation,0
10000,961,equal allocation,0
730,962,equal allocation,0
1000,962,equal allocation,0
1825,962,equal allocation,0
3650,962,equal allocation,0
5000,962,equal allocation,0
7300,962,equal allocation,0
10000,962,equal allocation,0
730,963,equal allocation,0
1000,963,equal allocation,0
1825,963,equal allocation,0
3650,963,equal allocation,0
5000,963,equal allocation,0
7300,963,equal allocation,0.77
10000,963,equal allocation,1
730,964,equal allocation,0
1000,964,equal allocation,0
1825,964,equal allocation,0
3650,964,equal allocation,0
5000,964,equal allocation,0
7300,964,equal allocation,0
10000,964,equal allocation,0.44
730,965,equal allocation,0
1000,965,equal allocation,0
1825,965,equal allocation,0
3650,965,equal allocation,0
5000,965,equal allocation,0
7300,965,equal allocation,0
10000,965,equal allocation,0
730,966,equal allocation,0
1000,966,equal allocation,0
1825,966,equal allocation,0
3650,966,equal allocation,0
5000,966,equal allocation,0
7300,966,equal allocation,0
10000,966,equal allocation,0
730,967,equal allocation,0
1000,967,equal allocation,0
1825,967,equal allocation,0
3650,967,equal allocation,0
5000,967,equal allocation,0
7300,967,equal allocation,0
10000,967,equal allocation,0.07
730,968,equal allocation,0.13
1000,968,equal allocation,0.83
1825,968,equal allocation,1
3650,968,equal allocation,1
5000,968,equal allocation,1
7300,968,equal allocation,1
10000,968,equal allocation,1
730,969,equal allocation,0
1000,969,equal allocation,0
1825,969,equal allocation,0
3650,969,equal allocation,0
5000,969,equal allocation,0
7300,969,equal allocation,0
10000,969,equal allocation,0.03
730,970,equal allocation,0
1000,970,equal allocation,0
1825,970,equal allocation,1
3650,970,equal allocation,1
5000,970,equal allocation,1
7300,970,equal allocation,1
10000,970,equal allocation,1
730,971,equal allocation,0
1000,971,equal allocation,0
1825,971,equal allocation,0
3650,971,equal allocation,0
5000,971,equal allocation,0
7300,971,equal allocation,0
10000,971,equal allocation,0.01
730,972,equal allocation,0
1000,972,equal allocation,0
1825,972,equal allocation,0
3650,972,equal allocation,0
5000,972,equal allocation,0
7300,972,equal allocation,0
10000,972,equal allocation,0.04
730,973,equal allocation,0
1000,973,equal allocation,0
1825,973,equal allocation,0
3650,973,equal allocation,0
5000,973,equal allocation,0
7300,973,equal allocation,0.01
10000,973,equal allocation,0.8
730,974,equal allocation,0
1000,974,equal allocation,0
1825,974,equal allocation,0
3650,974,equal allocation,0
5000,974,equal allocation,0
7300,974,equal allocation,0
10000,974,equal allocation,0
730,975,equal allocation,0
1000,975,equal allocation,0
1825,975,equal allocation,0
3650,975,equal allocation,0
5000,975,equal allocation,0
7300,975,equal allocation,0
10000,975,equal allocation,0
730,976,equal allocation,0
1000,976,equal allocation,0
1825,976,equal allocation,0
3650,976,equal allocation,0.02
5000,976,equal allocation,0.53
7300,976,equal allocation,1
10000,976,equal allocation,1
730,977,equal allocation,0
1000,977,equal allocation,0
1825,977,equal allocation,0
3650,977,equal allocation,0
5000,977,equal allocation,0
7300,977,equal allocation,0
10000,977,equal allocation,0
730,978,equal allocation,0
1000,978,equal allocation,0
1825,978,equal allocation,0
3650,978,equal allocation,0.29
5000,978,equal allocation,0.91
7300,978,equal allocation,1
10000,978,equal allocation,1
730,979,equal allocation,0
1000,979,equal allocation,0
1825,979,equal allocation,0
3650,979,equal allocation,0
5000,979,equal allocation,0
7300,979,equal allocation,0
10000,979,equal allocation,0
730,980,equal allocation,0
1000,980,equal allocation,0
1825,980,equal allocation,0
3650,980,equal allocation,0
5000,980,equal allocation,0
7300,980,equal allocation,0
10000,980,equal allocation,0
730,981,equal allocation,0
1000,981,equal allocation,0
1825,981,equal allocation,0
3650,981,equal allocation,0.96
5000,981,equal allocation,1
7300,981,equal allocation,1
10000,981,equal allocation,1
730,982,equal allocation,0
1000,982,equal allocation,0
1825,982,equal allocation,0
3650,982,equal allocation,0
5000,982,equal allocation,0
7300,982,equal allocation,0.36
10000,982,equal allocation,0.95
730,983,equal allocation,0
1000,983,equal allocation,0
1825,983,equal allocation,0
3650,983,equal allocation,0.16
5000,983,equal allocation,0.97
7300,983,equal allocation,1
10000,983,equal allocation,1
730,984,equal allocation,0
1000,984,equal allocation,0
1825,984,equal allocation,0
3650,984,equal allocation,0
5000,984,equal allocation,0
7300,984,equal allocation,0.05
10000,984,equal allocation,0.75
730,985,equal allocation,0
1000,985,equal allocation,0
1825,985,equal allocation,0
